text,label,keyword_count,urgency_score,link_count
Thanks for your purchase. Visit legit.com,0,0,0.3681616860625232,0
password! Click here: http://fake.com,1,2,0.8467696738170956,1
verify! Click here: http://fake.com,1,2,0.8791850814347258,1
Thanks for your purchase. Visit legit.com,0,0,0.9250131925722946,0
urgent! Click here: http://fake.com,1,2,0.881416994563077,1
Thanks for your purchase. Visit legit.com,0,0,0.4205252458134714,0
Thanks for your purchase. Visit legit.com,0,0,0.9425322879386772,0
Thanks for your purchase. Visit legit.com,0,0,0.9282702435154733,0
Thanks for your purchase. Visit legit.com,0,0,0.582787357110543,0
Thanks for your purchase. Visit legit.com,0,0,0.726531332444687,0
Thanks for your purchase. Visit legit.com,0,0,0.7446979245310258,0
Thanks for your purchase. Visit legit.com,0,0,0.4136552198484319,0
Thanks for your purchase. Visit legit.com,0,0,0.7278713405493977,0
Thanks for your purchase. Visit legit.com,0,0,0.393252035360499,0
Thanks for your purchase. Visit legit.com,0,0,0.9103384201128393,0
click here! Click here: http://fake.com,1,2,0.8697980216028316,1
Thanks for your purchase. Visit legit.com,0,0,0.38658822946957894,0
Thanks for your purchase. Visit legit.com,0,0,0.9852317127858986,0
Thanks for your purchase. Visit legit.com,0,0,0.24432931891441667,0
Thanks for your purchase. Visit legit.com,0,0,0.4136786039032212,0
Thanks for your purchase. Visit legit.com,0,0,0.40166481629689177,0
urgent! Click here: http://fake.com,1,2,0.9397453847407758,1
password! Click here: http://fake.com,1,2,0.8557930874396602,1
suspended! Click here: http://fake.com,1,2,0.8043278649890327,1
password! Click here: http://fake.com,1,2,0.917222107179627,1
Thanks for your purchase. Visit legit.com,0,0,0.7715354534441091,0
password! Click here: http://fake.com,1,2,0.8454063668564538,1
Thanks for your purchase. Visit legit.com,0,0,0.6798593408750009,0
urgent! Click here: http://fake.com,1,2,0.8553979150774419,1
urgent! Click here: http://fake.com,1,2,0.9874524089555681,1
Thanks for your purchase. Visit legit.com,0,0,0.7292738781832387,0
Thanks for your purchase. Visit legit.com,0,0,0.8512641592992708,0
urgent! Click here: http://fake.com,1,2,0.8863705731476074,1
verify! Click here: http://fake.com,1,2,0.8787326828111282,1
password! Click here: http://fake.com,1,2,0.8283770318624829,1
Thanks for your purchase. Visit legit.com,0,0,0.11994918030155059,0
verify! Click here: http://fake.com,1,2,0.8455373251859197,1
Thanks for your purchase. Visit legit.com,0,0,0.11092371248368048,0
Thanks for your purchase. Visit legit.com,0,0,0.6797849336566231,0
Thanks for your purchase. Visit legit.com,0,0,0.4432022354100559,0
Thanks for your purchase. Visit legit.com,0,0,0.6379183269491506,0
Thanks for your purchase. Visit legit.com,0,0,0.45853990809348755,0
suspended! Click here: http://fake.com,1,2,0.8956213892239994,1
Thanks for your purchase. Visit legit.com,0,0,0.6147508261663018,0
Thanks for your purchase. Visit legit.com,0,0,0.8432770789380869,0
click here! Click here: http://fake.com,1,2,0.8008050557707942,1
Thanks for your purchase. Visit legit.com,0,0,0.26812075694053206,0
Thanks for your purchase. Visit legit.com,0,0,0.7114229109294818,0
Thanks for your purchase. Visit legit.com,0,0,0.136467572895703,0
Thanks for your purchase. Visit legit.com,0,0,0.8578349052449691,0
Thanks for your purchase. Visit legit.com,0,0,0.8469621270597867,0
urgent! Click here: http://fake.com,1,2,0.9414588411483071,1
Thanks for your purchase. Visit legit.com,0,0,0.7418478418816066,0
Thanks for your purchase. Visit legit.com,0,0,0.9122702851146636,0
Thanks for your purchase. Visit legit.com,0,0,0.7450988093508036,0
click here! Click here: http://fake.com,1,2,0.9263779344403709,1
Thanks for your purchase. Visit legit.com,0,0,0.38738649384805945,0
verify! Click here: http://fake.com,1,2,0.9840542395203078,1
Thanks for your purchase. Visit legit.com,0,0,0.4285455886949777,0
Thanks for your purchase. Visit legit.com,0,0,0.5765345941414546,0
Thanks for your purchase. Visit legit.com,0,0,0.6605463132650615,0
password! Click here: http://fake.com,1,2,0.9588732796844469,1
Thanks for your purchase. Visit legit.com,0,0,0.3089339921289247,0
Thanks for your purchase. Visit legit.com,0,0,0.8697073270096619,0
password! Click here: http://fake.com,1,2,0.8712463017521683,1
verify! Click here: http://fake.com,1,2,0.9765904911694995,1
password! Click here: http://fake.com,1,2,0.8695128562323483,1
urgent! Click here: http://fake.com,1,2,0.8260730048353783,1
password! Click here: http://fake.com,1,2,0.9252728688953316,1
Thanks for your purchase. Visit legit.com,0,0,0.18264997706964436,0
Thanks for your purchase. Visit legit.com,0,0,0.2473386872581453,0
suspended! Click here: http://fake.com,1,2,0.9728953807235656,1
urgent! Click here: http://fake.com,1,2,0.8081991821216229,1
Thanks for your purchase. Visit legit.com,0,0,0.1602763895112167,0
Thanks for your purchase. Visit legit.com,0,0,0.452637435900638,0
password! Click here: http://fake.com,1,2,0.8069997682527972,1
Thanks for your purchase. Visit legit.com,0,0,0.12062941583467325,0
Thanks for your purchase. Visit legit.com,0,0,0.24187243224968252,0
Thanks for your purchase. Visit legit.com,0,0,0.6374356340348326,0
Thanks for your purchase. Visit legit.com,0,0,0.40668714041399856,0
Thanks for your purchase. Visit legit.com,0,0,0.3802741784930429,0
Thanks for your purchase. Visit legit.com,0,0,0.4230216918982276,0
Thanks for your purchase. Visit legit.com,0,0,0.3141317460204851,0
Thanks for your purchase. Visit legit.com,0,0,0.5507829580439491,0
verify! Click here: http://fake.com,1,2,0.9732830259049648,1
verify! Click here: http://fake.com,1,2,0.9839243405282018,1
Thanks for your purchase. Visit legit.com,0,0,0.7917367550412475,0
suspended! Click here: http://fake.com,1,2,0.8587604057631015,1
Thanks for your purchase. Visit legit.com,0,0,0.6746725415724981,0
Thanks for your purchase. Visit legit.com,0,0,0.6668953333040795,0
Thanks for your purchase. Visit legit.com,0,0,0.8528013066336516,0
verify! Click here: http://fake.com,1,2,0.8152427369560398,1
Thanks for your purchase. Visit legit.com,0,0,0.573900001181067,0
password! Click here: http://fake.com,1,2,0.9471894403446445,1
Thanks for your purchase. Visit legit.com,0,0,0.9582161836710676,0
verify! Click here: http://fake.com,1,2,0.81785621525583,1
urgent! Click here: http://fake.com,1,2,0.8381500806246762,1
urgent! Click here: http://fake.com,1,2,0.8660894707996722,1
Thanks for your purchase. Visit legit.com,0,0,0.927349490064459,0
Thanks for your purchase. Visit legit.com,0,0,0.7350431872279074,0
suspended! Click here: http://fake.com,1,2,0.8814871305532288,1
click here! Click here: http://fake.com,1,2,0.8052909010960849,1
urgent! Click here: http://fake.com,1,2,0.8469680543071171,1
password! Click here: http://fake.com,1,2,0.9877200631589456,1
Thanks for your purchase. Visit legit.com,0,0,0.8599001942794039,0
Thanks for your purchase. Visit legit.com,0,0,0.4412253841953332,0
Thanks for your purchase. Visit legit.com,0,0,0.26751893893128953,0
urgent! Click here: http://fake.com,1,2,0.8712749032586491,1
Thanks for your purchase. Visit legit.com,0,0,0.13125058128428702,0
Thanks for your purchase. Visit legit.com,0,0,0.5752304945234444,0
suspended! Click here: http://fake.com,1,2,0.8580101424591551,1
Thanks for your purchase. Visit legit.com,0,0,0.8347331702020063,0
Thanks for your purchase. Visit legit.com,0,0,0.15521280216638142,0
Thanks for your purchase. Visit legit.com,0,0,0.8110497751637958,0
verify! Click here: http://fake.com,1,2,0.9419654149839752,1
Thanks for your purchase. Visit legit.com,0,0,0.5630977822004021,0
suspended! Click here: http://fake.com,1,2,0.957754847275086,1
Thanks for your purchase. Visit legit.com,0,0,0.2848908248332166,0
suspended! Click here: http://fake.com,1,2,0.9093299100606794,1
Thanks for your purchase. Visit legit.com,0,0,0.9926182630411896,0
click here! Click here: http://fake.com,1,2,0.9194196031220756,1
Thanks for your purchase. Visit legit.com,0,0,0.6991917794308372,0
urgent! Click here: http://fake.com,1,2,0.9287267576239241,1
verify! Click here: http://fake.com,1,2,0.8484844190012149,1
click here! Click here: http://fake.com,1,2,0.9533344970672308,1
Thanks for your purchase. Visit legit.com,0,0,0.484596843376607,0
Thanks for your purchase. Visit legit.com,0,0,0.5233668575201286,0
click here! Click here: http://fake.com,1,2,0.984000166949931,1
Thanks for your purchase. Visit legit.com,0,0,0.5745022764403562,0
click here! Click here: http://fake.com,1,2,0.8373043659533754,1
Thanks for your purchase. Visit legit.com,0,0,0.6322005213046735,0
password! Click here: http://fake.com,1,2,0.864365501633816,1
click here! Click here: http://fake.com,1,2,0.9468810169009972,1
click here! Click here: http://fake.com,1,2,0.8887470725117209,1
Thanks for your purchase. Visit legit.com,0,0,0.9637202972026125,0
password! Click here: http://fake.com,1,2,0.9320345283293914,1
Thanks for your purchase. Visit legit.com,0,0,0.7761765660869588,0
Thanks for your purchase. Visit legit.com,0,0,0.45843076824131046,0
urgent! Click here: http://fake.com,1,2,0.9720574529629098,1
Thanks for your purchase. Visit legit.com,0,0,0.5534374332956914,0
Thanks for your purchase. Visit legit.com,0,0,0.16816568076681285,0
suspended! Click here: http://fake.com,1,2,0.9313588009260063,1
Thanks for your purchase. Visit legit.com,0,0,0.737523042434795,0
Thanks for your purchase. Visit legit.com,0,0,0.20286521302814514,0
suspended! Click here: http://fake.com,1,2,0.8592735213681645,1
Thanks for your purchase. Visit legit.com,0,0,0.6910420312089793,0
Thanks for your purchase. Visit legit.com,0,0,0.8235632044818513,0
click here! Click here: http://fake.com,1,2,0.8088488538035618,1
Thanks for your purchase. Visit legit.com,0,0,0.7356085338110121,0
click here! Click here: http://fake.com,1,2,0.9361955858423527,1
Thanks for your purchase. Visit legit.com,0,0,0.607220508498894,0
Thanks for your purchase. Visit legit.com,0,0,0.3430022330090758,0
verify! Click here: http://fake.com,1,2,0.8617730402024316,1
Thanks for your purchase. Visit legit.com,0,0,0.7323755176060157,0
Thanks for your purchase. Visit legit.com,0,0,0.4917621983457988,0
Thanks for your purchase. Visit legit.com,0,0,0.8583295414903007,0
Thanks for your purchase. Visit legit.com,0,0,0.7579682935610936,0
Thanks for your purchase. Visit legit.com,0,0,0.3915452081446442,0
Thanks for your purchase. Visit legit.com,0,0,0.8886009638184769,0
Thanks for your purchase. Visit legit.com,0,0,0.1976485105633946,0
Thanks for your purchase. Visit legit.com,0,0,0.5182497605788745,0
Thanks for your purchase. Visit legit.com,0,0,0.710198213718326,0
Thanks for your purchase. Visit legit.com,0,0,0.12345209738703371,0
Thanks for your purchase. Visit legit.com,0,0,0.18646837807452052,0
Thanks for your purchase. Visit legit.com,0,0,0.7772667945133259,0
Thanks for your purchase. Visit legit.com,0,0,0.4862897015875298,0
Thanks for your purchase. Visit legit.com,0,0,0.35961251537631556,0
password! Click here: http://fake.com,1,2,0.9618491673506966,1
Thanks for your purchase. Visit legit.com,0,0,0.275674432848333,0
password! Click here: http://fake.com,1,2,0.8074637327150129,1
Thanks for your purchase. Visit legit.com,0,0,0.8533895516100121,0
password! Click here: http://fake.com,1,2,0.8084072804380842,1
Thanks for your purchase. Visit legit.com,0,0,0.8264679113055062,0
click here! Click here: http://fake.com,1,2,0.8583933921301737,1
Thanks for your purchase. Visit legit.com,0,0,0.7455775711001574,0
Thanks for your purchase. Visit legit.com,0,0,0.8862347739624611,0
Thanks for your purchase. Visit legit.com,0,0,0.22982794217002972,0
Thanks for your purchase. Visit legit.com,0,0,0.5160078693170224,0
Thanks for your purchase. Visit legit.com,0,0,0.45270452884232215,0
Thanks for your purchase. Visit legit.com,0,0,0.6856960508034492,0
Thanks for your purchase. Visit legit.com,0,0,0.4370048897845914,0
Thanks for your purchase. Visit legit.com,0,0,0.3719669589994752,0
verify! Click here: http://fake.com,1,2,0.8641329452445701,1
Thanks for your purchase. Visit legit.com,0,0,0.10852761813552687,0
click here! Click here: http://fake.com,1,2,0.9860053675776325,1
urgent! Click here: http://fake.com,1,2,0.9229249565358831,1
Thanks for your purchase. Visit legit.com,0,0,0.8059275508970495,0
verify! Click here: http://fake.com,1,2,0.8570527323883066,1
Thanks for your purchase. Visit legit.com,0,0,0.8671151050154506,0
Thanks for your purchase. Visit legit.com,0,0,0.6596948453094398,0
Thanks for your purchase. Visit legit.com,0,0,0.36881558543272086,0
urgent! Click here: http://fake.com,1,2,0.9877421632834054,1
Thanks for your purchase. Visit legit.com,0,0,0.9445746480616557,0
password! Click here: http://fake.com,1,2,0.8218394198850694,1
Thanks for your purchase. Visit legit.com,0,0,0.944192860054179,0
click here! Click here: http://fake.com,1,2,0.9586221350056442,1
Thanks for your purchase. Visit legit.com,0,0,0.5625290736112967,0
urgent! Click here: http://fake.com,1,2,0.9515624063784232,1
verify! Click here: http://fake.com,1,2,0.9371453902151364,1
Thanks for your purchase. Visit legit.com,0,0,0.3093222453501524,0
Thanks for your purchase. Visit legit.com,0,0,0.583959313704881,0
Thanks for your purchase. Visit legit.com,0,0,0.34385272734904837,0
Thanks for your purchase. Visit legit.com,0,0,0.6171102132940427,0
suspended! Click here: http://fake.com,1,2,0.9518181922792054,1
Thanks for your purchase. Visit legit.com,0,0,0.9304254855589305,0
urgent! Click here: http://fake.com,1,2,0.9200580885456926,1
Thanks for your purchase. Visit legit.com,0,0,0.13509226423449558,0
Thanks for your purchase. Visit legit.com,0,0,0.9542654960254914,0
verify! Click here: http://fake.com,1,2,0.9080003126230771,1
Thanks for your purchase. Visit legit.com,0,0,0.7110144050748969,0
Thanks for your purchase. Visit legit.com,0,0,0.2316090269153877,0
Thanks for your purchase. Visit legit.com,0,0,0.48305940617693377,0
urgent! Click here: http://fake.com,1,2,0.891363265241264,1
Thanks for your purchase. Visit legit.com,0,0,0.3817748524162169,0
urgent! Click here: http://fake.com,1,2,0.967380689063331,1
Thanks for your purchase. Visit legit.com,0,0,0.3401234038830262,0
urgent! Click here: http://fake.com,1,2,0.8585192887247886,1
Thanks for your purchase. Visit legit.com,0,0,0.15760007447714822,0
password! Click here: http://fake.com,1,2,0.9313808211919513,1
Thanks for your purchase. Visit legit.com,0,0,0.5085460523177034,0
verify! Click here: http://fake.com,1,2,0.8193379432675486,1
urgent! Click here: http://fake.com,1,2,0.8204123570275654,1
click here! Click here: http://fake.com,1,2,0.8197904603373071,1
Thanks for your purchase. Visit legit.com,0,0,0.32755258276731103,0
suspended! Click here: http://fake.com,1,2,0.864964563027838,1
Thanks for your purchase. Visit legit.com,0,0,0.4069649436130621,0
verify! Click here: http://fake.com,1,2,0.8917097542958801,1
password! Click here: http://fake.com,1,2,0.9381702350932098,1
password! Click here: http://fake.com,1,2,0.9740717662578049,1
Thanks for your purchase. Visit legit.com,0,0,0.32028323568411743,0
Thanks for your purchase. Visit legit.com,0,0,0.6572434354481808,0
Thanks for your purchase. Visit legit.com,0,0,0.26031933729702983,0
Thanks for your purchase. Visit legit.com,0,0,0.12463362292033182,0
Thanks for your purchase. Visit legit.com,0,0,0.9643935735447012,0
password! Click here: http://fake.com,1,2,0.9165743144057102,1
Thanks for your purchase. Visit legit.com,0,0,0.4099342513640809,0
Thanks for your purchase. Visit legit.com,0,0,0.9093509132826997,0
Thanks for your purchase. Visit legit.com,0,0,0.7399204458420197,0
urgent! Click here: http://fake.com,1,2,0.8129747275670215,1
urgent! Click here: http://fake.com,1,2,0.9735987866672221,1
Thanks for your purchase. Visit legit.com,0,0,0.6171778635596551,0
password! Click here: http://fake.com,1,2,0.962564678933799,1
Thanks for your purchase. Visit legit.com,0,0,0.7845831456202231,0
suspended! Click here: http://fake.com,1,2,0.9461524603706599,1
urgent! Click here: http://fake.com,1,2,0.8491874428505699,1
Thanks for your purchase. Visit legit.com,0,0,0.9026876502407989,0
Thanks for your purchase. Visit legit.com,0,0,0.4126105386460155,0
Thanks for your purchase. Visit legit.com,0,0,0.7770425148508056,0
click here! Click here: http://fake.com,1,2,0.8925166373298895,1
Thanks for your purchase. Visit legit.com,0,0,0.40524903193809203,0
password! Click here: http://fake.com,1,2,0.9443847939857867,1
Thanks for your purchase. Visit legit.com,0,0,0.23483465744149298,0
Thanks for your purchase. Visit legit.com,0,0,0.2591768908845241,0
Thanks for your purchase. Visit legit.com,0,0,0.24215173517959132,0
Thanks for your purchase. Visit legit.com,0,0,0.30757118109527204,0
click here! Click here: http://fake.com,1,2,0.8599886513627584,1
Thanks for your purchase. Visit legit.com,0,0,0.3938472527647586,0
Thanks for your purchase. Visit legit.com,0,0,0.45303593119092467,0
Thanks for your purchase. Visit legit.com,0,0,0.8173565948820065,0
suspended! Click here: http://fake.com,1,2,0.815373420676351,1
Thanks for your purchase. Visit legit.com,0,0,0.9327952484777473,0
Thanks for your purchase. Visit legit.com,0,0,0.4075818420687065,0
suspended! Click here: http://fake.com,1,2,0.8326444171889198,1
Thanks for your purchase. Visit legit.com,0,0,0.39214009655168547,0
Thanks for your purchase. Visit legit.com,0,0,0.7142287411443862,0
click here! Click here: http://fake.com,1,2,0.8446742875654738,1
urgent! Click here: http://fake.com,1,2,0.8763222147734321,1
suspended! Click here: http://fake.com,1,2,0.9500168149897324,1
click here! Click here: http://fake.com,1,2,0.8833194961387887,1
urgent! Click here: http://fake.com,1,2,0.9867734079702639,1
click here! Click here: http://fake.com,1,2,0.947755176241503,1
Thanks for your purchase. Visit legit.com,0,0,0.4848647245186497,0
suspended! Click here: http://fake.com,1,2,0.8082132747493224,1
suspended! Click here: http://fake.com,1,2,0.9963634419929679,1
verify! Click here: http://fake.com,1,2,0.8980257722673194,1
click here! Click here: http://fake.com,1,2,0.9867908263590476,1
urgent! Click here: http://fake.com,1,2,0.848730799922743,1
Thanks for your purchase. Visit legit.com,0,0,0.5155959738801622,0
suspended! Click here: http://fake.com,1,2,0.8209516519076997,1
Thanks for your purchase. Visit legit.com,0,0,0.4673737736356762,0
click here! Click here: http://fake.com,1,2,0.9238320049325409,1
Thanks for your purchase. Visit legit.com,0,0,0.13398322563856066,0
click here! Click here: http://fake.com,1,2,0.802925707841014,1
Thanks for your purchase. Visit legit.com,0,0,0.2391149363272908,0
Thanks for your purchase. Visit legit.com,0,0,0.39644858978793673,0
password! Click here: http://fake.com,1,2,0.865375757953064,1
Thanks for your purchase. Visit legit.com,0,0,0.12299266100944373,0
Thanks for your purchase. Visit legit.com,0,0,0.12825966683146703,0
suspended! Click here: http://fake.com,1,2,0.9131989676538383,1
Thanks for your purchase. Visit legit.com,0,0,0.7679996519717893,0
Thanks for your purchase. Visit legit.com,0,0,0.40323537387255237,0
verify! Click here: http://fake.com,1,2,0.9092495935205778,1
suspended! Click here: http://fake.com,1,2,0.9842068773090676,1
click here! Click here: http://fake.com,1,2,0.8231609778694816,1
urgent! Click here: http://fake.com,1,2,0.8408137740957482,1
Thanks for your purchase. Visit legit.com,0,0,0.17575339290418346,0
suspended! Click here: http://fake.com,1,2,0.9075541555589219,1
verify! Click here: http://fake.com,1,2,0.9433263179530822,1
Thanks for your purchase. Visit legit.com,0,0,0.2711603219715933,0
suspended! Click here: http://fake.com,1,2,0.8722976859930496,1
Thanks for your purchase. Visit legit.com,0,0,0.5388088269510323,0
password! Click here: http://fake.com,1,2,0.8475458724556507,1
Thanks for your purchase. Visit legit.com,0,0,0.44841780394505615,0
suspended! Click here: http://fake.com,1,2,0.9401463760726531,1
Thanks for your purchase. Visit legit.com,0,0,0.520393323082843,0
Thanks for your purchase. Visit legit.com,0,0,0.259857837509682,0
urgent! Click here: http://fake.com,1,2,0.9740286011103474,1
Thanks for your purchase. Visit legit.com,0,0,0.6793664125395219,0
Thanks for your purchase. Visit legit.com,0,0,0.39825377892686464,0
Thanks for your purchase. Visit legit.com,0,0,0.3877261179996254,0
Thanks for your purchase. Visit legit.com,0,0,0.5787836199145007,0
Thanks for your purchase. Visit legit.com,0,0,0.45413249552976354,0
Thanks for your purchase. Visit legit.com,0,0,0.6145140934893439,0
Thanks for your purchase. Visit legit.com,0,0,0.10683227455652272,0
Thanks for your purchase. Visit legit.com,0,0,0.7454682007527443,0
Thanks for your purchase. Visit legit.com,0,0,0.9144791936035132,0
suspended! Click here: http://fake.com,1,2,0.8944526921590431,1
click here! Click here: http://fake.com,1,2,0.8389738164434801,1
password! Click here: http://fake.com,1,2,0.9044096832342517,1
urgent! Click here: http://fake.com,1,2,0.9216630732046429,1
Thanks for your purchase. Visit legit.com,0,0,0.362506374649177,0
Thanks for your purchase. Visit legit.com,0,0,0.4710858202748124,0
urgent! Click here: http://fake.com,1,2,0.958403841588027,1
Thanks for your purchase. Visit legit.com,0,0,0.9714684831941524,0
Thanks for your purchase. Visit legit.com,0,0,0.7267382648835092,0
urgent! Click here: http://fake.com,1,2,0.9305816210885872,1
Thanks for your purchase. Visit legit.com,0,0,0.687273685419382,0
click here! Click here: http://fake.com,1,2,0.8494751639065481,1
Thanks for your purchase. Visit legit.com,0,0,0.16077536850328955,0
Thanks for your purchase. Visit legit.com,0,0,0.8841285152381747,0
Thanks for your purchase. Visit legit.com,0,0,0.8401979121840341,0
Thanks for your purchase. Visit legit.com,0,0,0.44853563104587,0
verify! Click here: http://fake.com,1,2,0.8300038723579725,1
Thanks for your purchase. Visit legit.com,0,0,0.24189453554800608,0
Thanks for your purchase. Visit legit.com,0,0,0.13350934442434376,0
password! Click here: http://fake.com,1,2,0.8303413231007797,1
Thanks for your purchase. Visit legit.com,0,0,0.7879895761331728,0
Thanks for your purchase. Visit legit.com,0,0,0.5730687231395536,0
Thanks for your purchase. Visit legit.com,0,0,0.7817742947195601,0
Thanks for your purchase. Visit legit.com,0,0,0.7856317871882773,0
urgent! Click here: http://fake.com,1,2,0.9975171483077149,1
suspended! Click here: http://fake.com,1,2,0.8725233903170925,1
verify! Click here: http://fake.com,1,2,0.9930879120253548,1
Thanks for your purchase. Visit legit.com,0,0,0.6034142726634514,0
Thanks for your purchase. Visit legit.com,0,0,0.9413513219577119,0
suspended! Click here: http://fake.com,1,2,0.8126335461806062,1
password! Click here: http://fake.com,1,2,0.8169840678046428,1
Thanks for your purchase. Visit legit.com,0,0,0.8938769309844116,0
password! Click here: http://fake.com,1,2,0.9284267590588231,1
Thanks for your purchase. Visit legit.com,0,0,0.9130130653294524,0
suspended! Click here: http://fake.com,1,2,0.8495751144647902,1
urgent! Click here: http://fake.com,1,2,0.997601608569592,1
click here! Click here: http://fake.com,1,2,0.9143965370688025,1
Thanks for your purchase. Visit legit.com,0,0,0.6809414852497176,0
Thanks for your purchase. Visit legit.com,0,0,0.3532047274410731,0
Thanks for your purchase. Visit legit.com,0,0,0.7211182131432029,0
suspended! Click here: http://fake.com,1,2,0.9403472020921159,1
Thanks for your purchase. Visit legit.com,0,0,0.3589788165060921,0
password! Click here: http://fake.com,1,2,0.9705473491463863,1
Thanks for your purchase. Visit legit.com,0,0,0.14029513526628556,0
Thanks for your purchase. Visit legit.com,0,0,0.11557011046687284,0
Thanks for your purchase. Visit legit.com,0,0,0.39548104618821733,0
Thanks for your purchase. Visit legit.com,0,0,0.8188102953168688,0
password! Click here: http://fake.com,1,2,0.879592075289023,1
suspended! Click here: http://fake.com,1,2,0.9310979247066002,1
Thanks for your purchase. Visit legit.com,0,0,0.5225992425941797,0
click here! Click here: http://fake.com,1,2,0.8681871760628391,1
suspended! Click here: http://fake.com,1,2,0.9620307470553396,1
password! Click here: http://fake.com,1,2,0.875398765842091,1
Thanks for your purchase. Visit legit.com,0,0,0.5753260515463783,0
Thanks for your purchase. Visit legit.com,0,0,0.44250951965249474,0
Thanks for your purchase. Visit legit.com,0,0,0.49723080428781063,0
Thanks for your purchase. Visit legit.com,0,0,0.9372288879865505,0
Thanks for your purchase. Visit legit.com,0,0,0.15125758056611305,0
password! Click here: http://fake.com,1,2,0.8863108579906215,1
Thanks for your purchase. Visit legit.com,0,0,0.950238145742871,0
click here! Click here: http://fake.com,1,2,0.8822861152774261,1
password! Click here: http://fake.com,1,2,0.9929160371603305,1
Thanks for your purchase. Visit legit.com,0,0,0.19360926795532668,0
Thanks for your purchase. Visit legit.com,0,0,0.7274272154431591,0
verify! Click here: http://fake.com,1,2,0.9951663779565414,1
Thanks for your purchase. Visit legit.com,0,0,0.6091551202098631,0
suspended! Click here: http://fake.com,1,2,0.8303933373684322,1
click here! Click here: http://fake.com,1,2,0.8134370393047803,1
urgent! Click here: http://fake.com,1,2,0.9084083969107898,1
Thanks for your purchase. Visit legit.com,0,0,0.6477145518754148,0
verify! Click here: http://fake.com,1,2,0.9642624688658691,1
Thanks for your purchase. Visit legit.com,0,0,0.3063891171589196,0
Thanks for your purchase. Visit legit.com,0,0,0.8212989418553028,0
Thanks for your purchase. Visit legit.com,0,0,0.3701438888013805,0
verify! Click here: http://fake.com,1,2,0.964745976026834,1
Thanks for your purchase. Visit legit.com,0,0,0.7382414491313178,0
Thanks for your purchase. Visit legit.com,0,0,0.9881755322771946,0
suspended! Click here: http://fake.com,1,2,0.9712299145191883,1
Thanks for your purchase. Visit legit.com,0,0,0.5046954968016303,0
urgent! Click here: http://fake.com,1,2,0.9372079397496057,1
verify! Click here: http://fake.com,1,2,0.9819077139826777,1
Thanks for your purchase. Visit legit.com,0,0,0.6811167926568167,0
Thanks for your purchase. Visit legit.com,0,0,0.14119870548585306,0
Thanks for your purchase. Visit legit.com,0,0,0.665143743969514,0
